
74.2129999999961, 144, 0.01
73.72599999999511, 110, 0.02
73.75300000000425, 67, 0.03
73.48200000000361, 59, 0.04
73.69499999999971, 52, 0.05
73.52500000000146, 47, 0.06
73.64199999999983, 45, 0.07
73.38300000000163, 47, 0.08
73.58600000000297, 43, 0.09
73.64400000000023, 37, 0.1
73.60599999999977, 35, 0.11
73.48799999999756, 31, 0.12
73.70100000000093, 31, 0.13
73.68800000000192, 31, 0.14
73.51200000000244, 31, 0.15
73.58600000000297, 31, 0.16
73.65299999999843, 30, 0.17
73.54300000000512, 30, 0.18
73.59700000000157, 30, 0.19
73.60800000000017, 30, 0.2
73.60199999999895, 29, 0.21
73.58599999999569, 29, 0.22
73.53899999999703, 29, 0.23
73.57200000000012, 29, 0.24
73.81000000000495, 28, 0.25

73.78800000000047, 31, 0.12
73.56999999999971, 32, 0.12
73.58999999999651, 31, 0.12
73.54299999999785, 32, 0.12
73.46600000000035, 31, 0.12
73.4320000000007, 37, 0.12
73.73399999999674, 31, 0.12
73.6359999999986, 31, 0.12
73.55999999999767, 31, 0.12
73.57600000000093, 31, 0.12
73.63999999999942, 37, 0.13
73.87799999999697, 31, 0.13
73.33800000000338, 31, 0.13
73.67700000000332, 31, 0.13
73.67799999999988, 31, 0.13
73.72099999999773, 31, 0.13
73.75799999999435, 31, 0.13
73.68099999999686, 31, 0.13
73.67500000000291, 31, 0.13
73.67599999999948, 31, 0.13
73.63799999999901, 31, 0.13
73.58299999999872, 31, 0.14
73.61300000000483, 31, 0.14
73.51699999999983, 33, 0.14
73.63699999999517, 31, 0.14
73.72099999999773, 31, 0.14
73.60899999999674, 31, 0.14
73.8269999999975, 31, 0.14
73.73799999999756, 31, 0.14
73.61200000000099, 31, 0.14
73.56199999999808, 31, 0.14
73.66799999999785, 31, 0.15
73.71499999999651, 31, 0.15
73.67599999999948, 31, 0.15
73.5460000000021, 31, 0.15
73.74000000000524, 31, 0.15
73.68299999999726, 31, 0.15
73.64800000000105, 31, 0.15
73.54999999999563, 31, 0.15
73.65200000000186, 31, 0.15
73.72400000000198, 31, 0.15
73.56199999999808, 31, 0.16
73.61099999999715, 31, 0.16
